id,cod,start,yearstart,fin,yearfin,dur_months,words,ctte
648,2006/0161(COD),05/09/2006,2006,13/07/2009,2009,34,1128,18
649,2006/0163(COD),05/09/2006,2006,23/04/2008,2008,19,6310,9
650,2006/0166(COD),12/09/2006,2006,05/09/2007,2007,12,9683,8
651,2006/0167(COD),10/08/2006,2006,16/11/2011,2011,63,1471,5
652,2006/0170(COD),25/09/2006,2006,15/01/2008,2008,16,6708,18
653,2006/0175(COD),28/09/2006,2006,13/07/2009,2009,34,1239,18
654,2006/0178(COD),29/09/2006,2006,02/06/2007,2007,8,1775,12
655,2006/0180(COD),02/10/2006,2006,23/10/2007,2007,12,2804,9
656,2006/0182(COD),05/10/2006,2006,19/11/2008,2008,25,5889,13
657,2006/0183(COD),05/10/2006,2006,11/07/2007,2007,9,4249,13
658,2006/0187(COD),04/10/2006,2006,15/01/2008,2008,15,5310,11
659,2006/0193(COD),13/10/2006,2006,15/01/2008,2008,15,1289,10
660,2006/0195(COD),13/10/2006,2006,15/01/2008,2008,15,1085,10
661,2006/0196(COD),18/10/2006,2006,20/02/2008,2008,16,10777,13
662,2006/0197(COD),18/10/2006,2006,11/03/2008,2008,17,8479,11
663,2006/0199(COD),18/10/2006,2006,11/03/2008,2008,17,1925,8
664,2006/0206(COD),26/10/2006,2006,22/10/2008,2008,24,4836,10
665,2006/0207(COD),24/10/2006,2006,20/12/2006,2006,2,742,10
666,2006/0209(COD),24/10/2006,2006,20/12/2006,2006,2,1340,13
667,2006/0210(COD),24/10/2006,2006,18/12/2006,2006,2,2480,13
668,2006/0214(COD),03/11/2006,2006,16/09/2009,2009,34,2743,18
669,2006/0216(COD),03/11/2006,2006,15/01/2008,2008,14,1208,18
670,2006/0217(COD),03/11/2006,2006,11/03/2008,2008,16,3241,8
671,2006/0218(COD),13/11/2006,2006,23/04/2008,2008,17,2369,8
672,2006/0219(COD),08/11/2006,2006,13/07/2009,2009,32,1307,18
673,2006/0220(COD),06/11/2006,2006,22/10/2008,2008,23,3095,18
674,2006/0221(COD),06/11/2006,2006,13/07/2009,2009,32,1290,18
675,2006/0222(COD),07/11/2006,2006,30/11/2009,2009,36,5100,18
676,2006/0225(COD),09/11/2006,2006,13/07/2009,2009,32,1196,18
677,2006/0229(COD),16/11/2006,2006,11/12/2007,2007,13,3699,8
678,2006/0236(COD),20/11/2006,2006,11/12/2007,2007,13,5855,12
679,2006/0246(COD),30/11/2006,2006,17/06/2008,2008,19,12670,10
680,2006/0249(COD),30/11/2006,2006,23/05/2007,2007,6,1591,12
681,2006/0258(COD),11/12/2006,2006,25/11/2009,2009,35,4839,10
682,2006/0264(COD),19/12/2006,2006,22/12/2008,2008,24,5711,18
683,2006/0272(COD),13/12/2006,2006,16/12/2008,2008,24,5544,13
684,2006/0273(COD),13/12/2006,2006,17/06/2008,2008,18,18303,13
685,2006/0274(COD),13/12/2006,2006,16/12/2008,2008,24,5619,13
686,2006/0278(COD),22/12/2006,2006,24/09/2008,2008,21,6425,13
687,2006/0279(COD),22/12/2006,2006,11/03/2008,2008,15,751,19
688,2006/0280(COD),22/12/2006,2006,11/03/2008,2008,15,669,8
689,2006/0281(COD),22/12/2006,2006,11/03/2008,2008,15,955,19
690,2006/0282(COD),22/12/2006,2006,11/03/2008,2008,15,1967,8
691,2006/0283(COD),22/12/2006,2006,11/03/2008,2008,15,811,8
692,2006/0284(COD),22/12/2006,2006,11/03/2008,2008,15,897,8
693,2006/0285(COD),22/12/2006,2006,11/03/2008,2008,15,1136,18
694,2006/0286(COD),22/12/2006,2006,09/07/2008,2008,19,3438,16
695,2006/0287(COD),22/12/2006,2006,11/03/2008,2008,15,1038,8
696,2006/0288(COD),22/12/2006,2006,11/03/2008,2008,15,1239,8
697,2006/0289(COD),22/12/2006,2006,11/03/2008,2008,15,679,8
698,2006/0290(COD),22/12/2006,2006,09/07/2008,2008,19,9369,10
699,2006/0291(COD),22/12/2006,2006,11/03/2008,2008,15,771,10
700,2006/0292(COD),22/12/2006,2006,11/03/2008,2008,15,613,8
701,2006/0293(COD),12/12/2006,2006,11/03/2008,2008,15,688,8
702,2006/0294(COD),22/12/2006,2006,11/03/2008,2008,15,2573,10
703,2006/0295(COD),22/12/2006,2006,11/03/2008,2008,15,1016,10
704,2006/0296(COD),22/12/2006,2006,11/03/2008,2008,15,954,10
705,2006/0297(COD),22/12/2006,2006,11/03/2008,2008,15,907,10
706,2006/0298(COD),22/12/2006,2006,11/03/2008,2008,15,680,18
707,2006/0299(COD),22/12/2006,2006,11/03/2008,2008,15,699,8
708,2006/0300(COD),22/12/2006,2006,11/03/2008,2008,15,840,8
709,2006/0301(COD),22/12/2006,2006,11/03/2008,2008,15,1006,8
710,2006/0302(COD),22/12/2006,2006,11/03/2008,2008,15,868,10
711,2006/0303(COD),22/12/2006,2006,11/03/2008,2008,15,637,10
712,2006/0304(COD),20/12/2006,2006,19/11/2008,2008,23,7417,10
713,2006/0305(COD),22/12/2006,2006,11/03/2008,2008,15,1965,8
714,2006/0306(COD),22/12/2006,2006,11/03/2008,2008,15,848,8
715,2006/0307(COD),22/12/2006,2006,11/03/2008,2008,15,1151,10
716,2006/0308(COD),31/12/2006,2006,11/12/2007,2007,11,2209,8
717,2007/0002(COD),10/01/2007,2007,22/10/2008,2008,21,3461,11
718,2007/0013(COD),24/01/2007,2007,11/03/2009,2009,26,5152,13
719,2007/0019(COD),31/01/2007,2007,23/04/2009,2009,27,7360,10
720,2007/0020(COD),07/02/2007,2007,16/12/2008,2008,22,5966,10
721,2007/0022(COD),09/02/2007,2007,19/11/2008,2008,21,5441,18
722,2007/0028(COD),14/02/2007,2007,09/07/2008,2008,17,6291,12
723,2007/0029(COD),14/02/2007,2007,09/07/2008,2008,17,11433,12
724,2007/0030(COD),14/02/2007,2007,09/07/2008,2008,17,12252,12
725,2007/0032(COD),23/02/2007,2007,09/07/2008,2008,16,5039,9
726,2007/0033(COD),12/03/2007,2007,23/04/2008,2008,13,4466,9
727,2007/0035(COD),24/01/2007,2007,13/11/2007,2007,10,1965,18
728,2007/0036(COD),09/03/2007,2007,11/03/2008,2008,12,1077,10
729,2007/0038(COD),13/03/2007,2007,20/02/2008,2008,11,476,14
730,2007/0051(COD),22/03/2007,2007,19/11/2008,2008,20,3408,15
731,2007/0054(COD),30/03/2007,2007,17/06/2008,2008,15,2683,9
732,2007/0064(COD),17/04/2007,2007,06/05/2009,2009,25,7370,10
733,2007/0066(COD),17/04/2007,2007,06/07/2009,2009,27,1338,18
734,2007/0081(COD),07/05/2007,2007,13/07/2009,2009,26,1186,18
735,2007/0084(COD),10/05/2007,2007,19/11/2008,2008,18,4507,15
736,2007/0094(COD),16/05/2007,2007,18/06/2009,2009,25,6596,19
737,2007/0097(COD),23/05/2007,2007,21/10/2009,2009,29,13913,13
738,2007/0098(COD),23/05/2007,2007,21/10/2009,2009,29,12518,13
739,2007/0099(COD),23/05/2007,2007,21/10/2009,2009,29,13999,13
740,2007/0102(COD),04/06/2007,2007,19/11/2008,2008,17,2939,10
741,2007/0107(COD),08/06/2007,2007,27/09/2007,2007,3,1853,18
742,2007/0112(COD),06/06/2007,2007,11/05/2011,2011,47,5330,19
743,2007/0113(COD),07/06/2007,2007,14/01/2009,2009,19,7035,12
744,2007/0116(COD),14/06/2007,2007,09/07/2008,2008,13,5944,11
745,2007/0117(COD),13/06/2007,2007,13/07/2009,2009,25,1224,18
746,2007/0121(COD),27/06/2007,2007,16/12/2008,2008,18,22804,10
747,2007/0128(COD),28/06/2007,2007,15/01/2008,2008,7,1123,10
748,2007/0130(COD),27/06/2007,2007,18/12/2007,2007,6,3820,20
749,2007/0141(COD),16/07/2007,2007,15/01/2008,2008,6,1067,11
750,2007/0143(COD),10/07/2007,2007,25/11/2009,2009,28,107682,8
751,2007/0145(COD),12/07/2007,2007,16/12/2008,2008,17,7760,17
752,2007/0152(COD),23/07/2007,2007,24/11/2010,2010,40,3255,9
753,2007/0156(COD),19/07/2007,2007,16/12/2008,2008,17,3730,8
754,2007/0163(COD),25/07/2007,2007,16/12/2008,2008,17,11284,9
755,2007/0164(COD),25/07/2007,2007,23/04/2009,2009,21,3336,18
756,2007/0166(COD),06/08/2007,2007,13/07/2009,2009,23,1113,12
757,2007/0168(COD),07/08/2007,2007,11/03/2008,2008,7,1689,12
758,2007/0174(COD),22/08/2007,2007,30/06/2008,2008,10,6041,11
759,2007/0184(COD),11/09/2007,2007,17/06/2008,2008,9,618,13
760,2007/0185(COD),11/09/2007,2007,17/06/2008,2008,9,6003,19
761,2007/0186(COD),11/09/2007,2007,17/06/2008,2008,9,6003,19
762,2007/0187(COD),10/09/2007,2007,11/03/2009,2009,18,2553,12
763,2007/0188(COD),12/09/2007,2007,09/07/2008,2008,10,7183,11
764,2007/0195(COD),19/09/2007,2007,13/07/2009,2009,22,18279,11
765,2007/0196(COD),19/09/2007,2007,13/07/2009,2009,22,20147,11
766,2007/0197(COD),19/09/2007,2007,13/07/2009,2009,22,15860,11
767,2007/0198(COD),19/09/2007,2007,13/07/2009,2009,22,14328,11
768,2007/0199(COD),19/09/2007,2007,13/07/2009,2009,22,14519,11
769,2007/0200(COD),02/10/2007,2007,16/12/2008,2008,14,5279,10
770,2007/0201(COD),03/10/2007,2007,14/01/2009,2009,15,6341,13
771,2007/0202(COD),08/10/2007,2007,23/04/2008,2008,6,1207,10
772,2007/0205(COD),11/10/2007,2007,13/07/2009,2009,21,1297,18
773,2007/0212(COD),16/10/2007,2007,16/12/2008,2008,14,4313,10
774,2007/0213(COD),17/10/2007,2007,16/12/2008,2008,14,2333,10
775,2007/0214(COD),10/10/2007,2007,14/01/2009,2009,15,4888,12
776,2007/0216(COD),18/10/2007,2007,28/05/2009,2009,19,2360,19
777,2007/0219(COD),16/10/2007,2007,19/11/2008,2008,13,9849,13
778,2007/0220(COD),16/10/2007,2007,11/03/2009,2009,17,7513,8
779,2007/0225(COD),25/10/2007,2007,30/11/2009,2009,25,3923,18
780,2007/0229(COD),23/10/2007,2007,13/12/2011,2011,50,8617,19
781,2007/0230(COD),26/10/2007,2007,23/04/2008,2008,6,3144,9
782,2007/0233(COD),31/10/2007,2007,02/04/2009,2009,17,6924,5
783,2007/0234(COD),06/11/2007,2007,22/10/2008,2008,11,2617,9
784,2007/0235(COD),31/10/2007,2007,23/04/2009,2009,18,4760,18
785,2007/0243(COD),08/11/2007,2007,14/01/2009,2009,14,5837,13
786,2007/0247(COD),13/11/2007,2007,25/11/2009,2009,24,21210,11
787,2007/0248(COD),13/11/2007,2007,25/11/2009,2009,24,13190,12
788,2007/0249(COD),13/11/2007,2007,25/11/2009,2009,24,19202,11
789,2007/0253(COD),23/11/2007,2007,22/10/2008,2008,11,2229,18
790,2007/0257(COD),23/11/2007,2007,23/04/2009,2009,17,7592,18
791,2007/0259(COD),29/11/2007,2007,06/05/2009,2009,17,4669,18
792,2007/0260(COD),23/11/2007,2007,11/03/2009,2009,16,1612,18
793,2007/0262(COD),23/11/2007,2007,22/10/2008,2008,11,2287,18
794,2007/0264(COD),23/11/2007,2007,11/03/2009,2009,16,1609,18
795,2007/0268(COD),23/11/2007,2007,11/03/2009,2009,16,1650,18
796,2007/0269(COD),06/12/2007,2007,23/04/2009,2009,16,1538,13
797,2007/0270(COD),05/12/2007,2007,13/07/2009,2009,19,1388,18
798,2007/0271(COD),06/12/2007,2007,11/03/2009,2009,15,2019,10
799,2007/0272(COD),06/12/2007,2007,23/04/2009,2009,16,1209,8
800,2007/0278(COD),12/12/2007,2007,21/10/2008,2008,10,5640,9
801,2007/0279(COD),05/12/2007,2007,06/05/2009,2009,17,7739,12
802,2007/0280(COD),05/12/2007,2007,14/01/2009,2009,13,21641,12
803,2007/0282(COD),19/12/2007,2007,22/10/2008,2008,10,607,18
804,2007/0284(COD),20/12/2007,2007,13/07/2009,2009,19,1509,18
805,2007/0286(COD),21/12/2007,2007,24/11/2010,2010,35,39895,10
806,2007/0288(COD),21/12/2007,2007,06/05/2009,2009,17,2265,18
807,2007/0291(COD),01/06/2007,2007,24/09/2008,2008,15,1473,11
808,2007/0292(COD),21/12/2007,2007,18/06/2009,2009,18,4067,18
809,2007/0293(COD),19/12/2007,2007,11/03/2009,2009,15,1775,18
810,2007/0295(COD),21/12/2007,2007,18/06/2009,2009,18,6631,10
811,2007/0297(COD),19/12/2007,2007,23/04/2009,2009,16,8783,10
812,2008/0001(COD),11/01/2008,2008,23/04/2009,2009,15,1492,18
813,2008/0003(COD),16/01/2008,2008,06/05/2009,2009,16,4180,18
814,2008/0005(COD),11/01/2008,2008,14/01/2009,2009,12,4945,18
815,2008/0008(COD),29/01/2008,2008,13/07/2009,2009,18,1972,18
816,2008/0009(COD),29/01/2008,2008,05/04/2011,2011,38,5521,18
817,2008/0013(COD),23/01/2008,2008,23/04/2009,2009,15,13920,10
818,2008/0014(COD),23/01/2008,2008,23/04/2009,2009,15,5316,10
819,2008/0015(COD),23/01/2008,2008,23/04/2009,2009,15,11219,10
820,2008/0016(COD),23/01/2008,2008,23/04/2009,2009,15,16244,11
821,2008/0018(COD),25/01/2008,2008,18/06/2009,2009,17,14346,12
822,2008/0019(COD),28/01/2008,2008,23/04/2009,2009,15,3368,18
823,2008/0021(COD),30/01/2008,2008,16/09/2009,2009,20,1717,18
824,2008/0022(COD),31/01/2008,2008,16/09/2009,2009,20,4503,18
825,2008/0023(COD),07/02/2008,2008,16/12/2008,2008,10,1820,17
826,2008/0024(COD),07/02/2008,2008,16/12/2008,2008,10,1756,17
827,2008/0025(COD),08/02/2008,2008,16/12/2008,2008,10,1429,17
828,2008/0026(COD),07/02/2008,2008,11/03/2009,2009,13,4793,8
829,2008/0028(COD),30/01/2008,2008,25/10/2011,2011,45,15885,10
830,2008/0029(COD),07/02/2008,2008,16/12/2008,2008,10,1753,17
831,2008/0030(COD),06/02/2008,2008,11/03/2009,2009,13,1361,10
832,2008/0032(COD),11/02/2008,2008,18/06/2009,2009,16,1876,18
833,2008/0033(COD),14/02/2008,2008,06/05/2009,2009,15,2545,10
834,2008/0035(COD),05/02/2008,2008,30/11/2009,2009,21,17024,10
835,2008/0038(COD),26/02/2008,2008,19/11/2008,2008,9,1107,10
836,2008/0041(COD),22/02/2008,2008,14/01/2009,2009,11,4440,19
837,2008/0042(COD),26/02/2008,2008,23/04/2009,2009,14,3108,10
838,2008/0044(COD),29/02/2008,2008,06/05/2009,2009,14,2802,18
839,2008/0045(COD),04/03/2008,2008,18/06/2009,2009,15,4363,10
840,2008/0047(COD),27/02/2008,2008,16/12/2008,2008,10,6015,19
841,2008/0049(COD),27/02/2008,2008,16/09/2009,2009,19,12108,18
842,2008/0050(COD),03/03/2008,2008,13/07/2009,2009,16,10673,15
843,2008/0055(COD),11/03/2008,2008,21/10/2009,2009,19,3262,13
844,2008/0060(COD),27/03/2008,2008,23/04/2009,2009,13,3035,18
845,2008/0062(COD),19/03/2008,2008,25/10/2011,2011,43,6252,13
846,2008/0064(COD),28/03/2008,2008,16/12/2008,2008,9,3838,17
847,2008/0069(COD),09/04/2008,2008,18/06/2009,2009,14,5034,9
848,2008/0070(COD),09/04/2008,2008,18/06/2009,2009,14,5243,9
849,2008/0076(COD),17/04/2008,2008,16/09/2009,2009,17,5498,18
850,2008/0079(COD),21/04/2008,2008,18/06/2009,2009,14,3024,15
851,2008/0081(COD),16/04/2008,2008,19/11/2008,2008,7,1650,10
852,2008/0082(COD),23/04/2008,2008,06/05/2009,2009,12,6357,8
853,2008/0084(COD),17/04/2008,2008,18/06/2009,2009,14,3465,18
854,2008/0098(COD),23/05/2008,2008,09/03/2011,2011,34,15993,12
855,2008/0099(COD),26/05/2008,2008,25/11/2009,2009,18,1155,18
856,2008/0100(COD),23/05/2008,2008,13/07/2009,2009,14,9323,12
857,2008/0109(COD),09/06/2008,2008,16/09/2009,2009,15,1843,18
858,2008/0110(COD),10/06/2008,2008,21/10/2009,2009,16,21522,10
859,2008/0122(COD),23/06/2008,2008,18/06/2009,2009,12,6022,19
860,2008/0123(COD),13/06/2008,2008,23/04/2009,2009,10,3794,18
861,2008/0126(COD),17/06/2008,2008,06/04/2009,2009,10,5022,18
862,2008/0127(COD),25/06/2008,2008,21/10/2009,2009,16,6967,13
863,2008/0128(COD),25/06/2008,2008,21/10/2009,2009,16,8760,13
864,2008/0141(COD),02/07/2008,2008,06/05/2009,2009,10,12105,9
865,2008/0142(COD),02/07/2008,2008,09/03/2011,2011,32,19880,10
866,2008/0147(COD),08/07/2008,2008,27/09/2011,2011,38,10800,13
867,2008/0149(COD),18/07/2008,2008,16/12/2008,2008,5,4873,4
868,2008/0151(COD),16/07/2008,2008,21/10/2009,2009,15,12408,10
869,2008/0152(COD),16/07/2008,2008,25/11/2009,2009,16,5515,10
870,2008/0153(COD),16/07/2008,2008,13/01/2009,2009,6,40504,8
871,2008/0154(COD),16/07/2008,2008,25/11/2009,2009,16,14406,10
872,2008/0157(COD),16/07/2008,2008,27/09/2011,2011,38,9273,24
873,2008/0160(COD),23/07/2008,2008,05/05/2009,2009,9,8608,12
874,2008/0165(COD),01/08/2008,2008,25/03/2009,2009,7,2592,10
875,2008/0172(COD),05/09/2008,2008,21/10/2009,2009,13,5125,12
876,2008/0182(COD),24/09/2008,2008,16/09/2009,2009,12,6450,18
877,2008/0183(COD),17/09/2008,2008,15/02/2012,2012,41,3420,15
878,2008/0185(COD),29/09/2008,2008,16/09/2009,2009,12,6700,11
879,2008/0187(COD),23/09/2008,2008,18/06/2009,2009,9,10478,11
880,2008/0188(COD),07/10/2008,2008,16/09/2009,2009,11,3262,10
881,2008/0190(COD),09/10/2008,2008,16/09/2009,2009,11,7722,8
882,2008/0191(COD),01/10/2008,2008,06/05/2009,2009,7,15720,8
883,2008/0192(COD),03/10/2008,2008,07/07/2010,2010,21,7131,21
884,2008/0194(COD),13/10/2008,2008,16/09/2009,2009,11,5554,8
885,2008/0196(COD),08/10/2008,2008,25/10/2011,2011,36,15008,12
886,2008/0198(COD),17/10/2008,2008,20/10/2010,2010,24,7528,10
887,2008/0199(COD),15/10/2008,2008,11/03/2009,2009,5,3213,8
888,2008/0201(COD),30/10/2008,2008,02/04/2009,2009,5,3866,11
889,2008/0211(COD),05/11/2008,2008,22/09/2010,2010,22,14837,15
890,2008/0213(COD),17/11/2008,2008,30/11/2009,2009,12,2121,18
891,2008/0214(COD),19/11/2008,2008,06/05/2009,2009,6,4662,11
892,2008/0217(COD),12/11/2008,2008,13/05/2009,2009,6,11690,8
893,2008/0221(COD),13/11/2008,2008,25/11/2009,2009,12,5960,11
894,2008/0222(COD),13/11/2008,2008,19/05/2010,2010,18,7865,11
895,2008/0223(COD),13/11/2008,2008,19/05/2010,2010,18,12094,11
896,2008/0227(COD),03/12/2008,2008,09/03/2011,2011,27,2340,12
897,2008/0229(COD),04/12/2008,2008,21/10/2009,2009,10,3188,10
898,2008/0230(COD),03/12/2008,2008,16/09/2009,2009,9,6393,11
899,2008/0232(COD),26/11/2008,2008,06/05/2009,2009,5,1492,9
900,2008/0237(COD),04/12/2008,2008,16/02/2011,2011,26,10343,13
901,2008/0238(COD),08/12/2008,2008,07/07/2010,2010,19,7660,10
902,2008/0239(COD),10/12/2008,2008,16/09/2009,2009,9,3214,13
903,2008/0240(COD),03/12/2008,2008,08/06/2011,2011,30,9388,10
904,2008/0241(COD),03/12/2008,2008,04/07/2012,2012,43,13647,10
905,2008/0242(COD),03/12/2008,2008,26/06/2013,2013,54,15611,19
906,2008/0243(COD),03/12/2008,2008,26/06/2013,2013,54,21176,19
907,2008/0244(COD),03/12/2008,2008,26/06/2013,2013,54,11229,19
908,2008/0245(COD),03/12/2008,2008,06/05/2009,2009,5,1689,14
909,2008/0246(COD),04/12/2008,2008,24/11/2010,2010,23,10167,13
910,2008/0247(COD),11/12/2008,2008,22/09/2010,2010,21,8001,13
911,2008/0249(COD),16/12/2008,2008,16/11/2011,2011,35,1539,5
912,2008/0257(COD),10/12/2008,2008,15/12/2010,2010,24,10936,10
913,2008/0258(COD),09/01/2009,2009,21/10/2009,2009,9,6468,17
914,2008/0259(COD),23/12/2008,2008,13/07/2009,2009,7,5703,18
915,2008/0260(COD),10/12/2008,2008,15/12/2010,2010,24,16386,10
916,2008/0261(COD),10/12/2008,2008,08/06/2011,2011,30,5542,10
917,2008/0263(COD),16/12/2008,2008,07/07/2010,2010,19,6108,13
918,2008/0267(COD),16/12/2008,2008,18/06/2009,2009,6,3920,9
919,2008/0268(COD),14/01/2009,2009,13/07/2009,2009,6,6454,6
920,2009/0001(COD),23/01/2009,2009,16/09/2009,2009,8,6609,8
921,2009/0005(COD),21/01/2009,2009,20/10/2010,2010,21,4685,13
922,2009/0006(COD),30/01/2009,2009,27/09/2011,2011,32,6239,12
923,2009/0010(COD),28/01/2009,2009,13/07/2009,2009,6,6729,11
924,2009/0026(COD),18/02/2009,2009,19/05/2010,2010,15,1767,19
925,2009/0027(COD),18/02/2009,2009,19/05/2010,2010,15,11610,19
926,2009/0028(COD),27/02/2009,2009,25/03/2010,2010,13,4088,19
927,2009/0035(COD),26/02/2009,2009,14/03/2012,2012,37,3149,24
928,2009/0037(COD),28/04/2009,2009,30/11/2009,2009,7,5909,18
929,2009/0042(COD),10/03/2009,2009,18/06/2009,2009,3,1945,13
930,2009/0043(COD),20/03/2009,2009,30/11/2009,2009,8,3613,18
931,2009/0047(COD),24/03/2009,2009,22/09/2010,2010,18,4257,11
932,2009/0051(COD),02/04/2009,2009,15/12/2010,2010,20,9902,16
933,2009/0054(COD),08/04/2009,2009,16/02/2011,2011,22,8849,12
934,2009/0056(COD),21/04/2009,2009,10/03/2010,2010,11,16436,18
935,2009/0059(COD),21/04/2009,2009,13/12/2011,2011,32,1550,5
936,2009/0060A(COD),21/04/2009,2009,13/12/2011,2011,32,1171,4
937,2009/0060B(COD),21/04/2009,2009,13/12/2011,2011,32,1171,1
938,2009/0064(COD),30/04/2009,2009,08/06/2011,2011,25,19730,8
939,2009/0070(COD),20/05/2009,2009,22/09/2010,2010,16,6619,11
940,2009/0076(COD),12/06/2009,2009,22/05/2012,2012,35,33440,10
941,2009/0077(COD),16/06/2009,2009,19/05/2010,2010,11,3069,15
942,2009/0089(COD),24/06/2009,2009,25/10/2011,2011,28,12630,19
943,2009/0091(COD),02/07/2009,2009,25/03/2010,2010,8,1427,9
944,2009/0096(COD),02/07/2009,2009,25/03/2010,2010,8,2900,9
945,2009/0098(COD),08/07/2009,2009,05/04/2011,2011,21,4675,19
946,2009/0099(COD),13/07/2009,2009,24/11/2010,2010,16,7286,8
947,2009/0105(COD),17/07/2009,2009,19/05/2010,2010,10,2482,14
948,2009/0107(COD),22/07/2009,2009,16/06/2010,2010,11,6966,14
949,2009/0108(COD),16/07/2009,2009,20/10/2010,2010,15,7178,11
950,2009/0110(COD),27/07/2009,2009,07/07/2010,2010,11,47,13
951,2009/0116(COD),03/08/2009,2009,07/07/2010,2010,11,3233,16
952,2009/0127(COD),02/09/2009,2009,29/03/2012,2012,30,2999,19
953,2009/0128(COD),11/09/2009,2009,15/12/2010,2010,15,3592,8
954,2009/0129(COD),16/09/2009,2009,13/12/2011,2011,27,4899,16
955,2009/0131(COD),18/09/2009,2009,16/06/2010,2010,9,10474,13
956,2009/0132(COD),23/09/2009,2009,24/11/2010,2010,14,8196,8
957,2009/0138(COD),02/10/2009,2009,07/07/2010,2010,9,2154,15
958,2009/0140(COD),23/09/2009,2009,24/11/2010,2010,14,7222,8
959,2009/0142(COD),23/09/2009,2009,24/11/2010,2010,14,20472,8
960,2009/0143(COD),23/09/2009,2009,24/11/2010,2010,14,20830,8
961,2009/0144(COD),23/09/2009,2009,24/11/2010,2010,14,21015,8
962,2009/0146(COD),07/10/2009,2009,19/05/2010,2010,7,1253,10
963,2009/0153(COD),15/10/2009,2009,09/03/2011,2011,17,2875,16
964,2009/0157(COD),14/10/2009,2009,04/07/2012,2012,33,11495,24
965,2009/0161(COD),26/10/2009,2009,24/11/2010,2010,13,15329,8
966,2009/0162(COD),29/10/2009,2009,07/07/2010,2010,8,3206,5
967,2009/0163(COD),29/10/2009,2009,16/06/2010,2010,8,983,1
968,2009/0164(COD),21/10/2009,2009,13/12/2011,2011,26,14657,19
969,2009/0165(COD),21/10/2009,2009,26/06/2013,2013,44,23306,19
970,2009/0169(COD),29/10/2009,2009,22/09/2010,2010,11,7602,11
971,2009/0170(COD),29/10/2009,2009,20/10/2010,2010,12,8187,13
972,2009/0173(COD),30/09/2009,2009,31/05/2011,2011,20,9915,10
973,2010/0004(COD),05/02/2010,2010,15/12/2010,2010,10,3080,14
974,2010/0032(COD),09/02/2010,2010,11/05/2011,2011,15,2811,5
975,2010/0036(COD),22/02/2010,2010,13/12/2011,2011,22,2313,5
976,2010/0039(COD),24/02/2010,2010,25/10/2011,2011,20,11176,19
977,2010/0041(COD),08/03/2010,2010,24/11/2010,2010,8,2848,13
978,2010/0044(COD),09/03/2010,2010,16/11/2011,2011,20,6640,17
979,2010/0051(COD),09/03/2010,2010,16/02/2011,2011,11,4312,18
980,2010/0054(COD),24/02/2010,2010,24/11/2010,2010,9,3569,6
981,2010/0056(COD),17/03/2010,2010,09/03/2011,2011,12,1391,5
982,2010/0059(COD),17/03/2010,2010,13/12/2011,2011,21,1662,4
983,2010/0063(COD),29/03/2010,2010,06/07/2011,2011,15,5723,13
984,2010/0064(COD),29/03/2010,2010,13/12/2011,2011,21,9371,19
985,2010/0065(COD),29/03/2010,2010,05/04/2011,2011,12,8708,19
986,2010/0073(COD),09/04/2010,2010,06/07/2011,2011,15,5407,10
987,2010/0074(COD),31/03/2010,2010,16/02/2011,2011,11,7028,20
988,2010/0080(COD),29/04/2010,2010,06/07/2011,2011,14,4098,16
989,2010/0101(COD),21/04/2010,2010,25/10/2011,2011,18,7765,6
990,2010/0110(COD),05/05/2010,2010,05/04/2011,2011,11,5401,18
991,2010/0133(COD),21/05/2010,2010,13/12/2011,2011,19,4905,15
992,2010/0137(COD),27/05/2010,2010,24/11/2010,2010,6,2657,19
993,2010/0140(COD),14/04/2010,2010,11/05/2011,2011,13,1905,5
994,2010/0147(COD),31/05/2010,2010,14/03/2012,2012,21,7160,5
995,2010/0150(COD),31/05/2010,2010,15/12/2010,2010,7,2969,11
996,2010/0160(COD),02/06/2010,2010,11/05/2011,2011,11,13148,8
997,2010/0162(COD),09/06/2010,2010,20/10/2010,2010,4,2947,5
998,2010/0171(COD),11/03/2010,2010,24/11/2010,2010,8,5568,18
999,2010/0175(COD),22/06/2010,2010,15/12/2010,2010,6,791,16
1000,2010/0183(COD),24/06/2010,2010,15/12/2010,2010,6,1554,15
1001,2010/0192(COD),05/07/2010,2010,15/12/2010,2010,5,2549,19
1002,2010/0195(COD),07/07/2010,2010,16/11/2011,2011,16,2312,10
1003,2010/0197(COD),07/07/2010,2010,12/12/2012,2012,29,5719,5
1004,2010/0204(COD),14/07/2010,2010,16/11/2011,2011,16,10566,8
1005,2010/0207(COD),12/07/2010,2010,16/04/2014,2014,45,13504,8
1006,2010/0208(COD),13/07/2010,2010,11/03/2015,2015,56,4865,10
1007,2010/0209(COD),13/07/2010,2010,15/05/2014,2014,46,11350,19
1008,2010/0210(COD),13/07/2010,2010,26/02/2014,2014,43,8726,19
1009,2010/0212(COD),23/07/2010,2010,05/02/2013,2013,30,20940,12
1010,2010/0214(COD),27/07/2010,2010,15/12/2010,2010,5,1180,5
1011,2010/0215(COD),20/07/2010,2010,22/05/2012,2012,22,7705,19
1012,2010/0232(COD),16/08/2010,2010,16/11/2011,2011,15,9600,8
1013,2010/0242(COD),06/09/2010,2010,14/09/2011,2011,12,3839,9
1014,2010/0246(COD),20/09/2010,2010,15/01/2013,2013,28,6611,19
